Date,Product,Category,Price,Quantity Sold,Total Sales
2023-09-22,Printer,Accessories,397.72,2,795.44
2023-04-29,Keyboard,Accessories,79.69,1,79.69
2023-12-17,Printer,Electronics,846.37,11,9310.07
2023-07-03,Laptop,Accessories,156.09,13,2029.17
2023-09-30,Mouse,Office,682.74,18,12289.32
2023-02-08,Tablet,Office,920.38,16,14726.08
2023-04-30,Keyboard,Electronics,765.03,5,3825.15
2023-10-18,Laptop,Electronics,358.7,5,1793.5
2023-06-13,Mouse,Electronics,387.11,11,4258.21
2023-06-29,Laptop,Accessories,438.75,13,5703.75
2023-03-24,Monitor,Accessories,978.84,16,15661.44
2023-06-02,Smartphone,Office,183.01,18,3294.18
2023-09-14,Laptop,Electronics,723.49,2,1446.98
2023-02-25,Tablet,Electronics,198.67,14,2781.38
2023-06-19,Keyboard,Accessories,268.86,9,2419.74
2023-04-26,Smartphone,Electronics,415.21,15,6228.15
2023-05-15,Mouse,Accessories,371.82,4,1487.28
2023-05-30,Smartphone,Electronics,622.38,15,9335.7
2023-10-09,Monitor,Electronics,934.03,17,15878.51
2023-01-09,Tablet,Accessories,973.29,5,4866.45
2023-02-10,Smartphone,Electronics,543.28,5,2716.4
2023-05-13,Headphones,Office,737.94,2,1475.88
2023-02-08,Monitor,Office,298.47,12,3581.64
2023-01-20,Mouse,Office,156.75,9,1410.75
2023-07-19,Smartphone,Accessories,768.4,15,11526.0
2023-02-10,Tablet,Electronics,737.32,15,11059.8
2023-04-02,Keyboard,Office,406.88,15,6103.2
2023-05-05,Headphones,Office,440.48,15,6607.2
2023-04-26,Laptop,Electronics,419.18,9,3772.62
2023-12-04,Laptop,Accessories,818.97,17,13922.49
2023-09-13,Smartphone,Electronics,817.67,18,14718.06
2023-03-17,Tablet,Electronics,828.86,13,10775.18
2023-12-08,Mouse,Electronics,645.84,12,7750.08
2023-01-30,Monitor,Accessories,663.73,1,663.73
2023-07-03,Printer,Electronics,369.75,5,1848.75
2023-04-08,Mouse,Accessories,981.07,13,12753.91
2023-05-09,Keyboard,Accessories,673.58,8,5388.64
2023-06-25,Keyboard,Office,689.98,10,6899.8
2023-08-17,Tablet,Electronics,949.17,17,16135.89
2023-10-07,Monitor,Electronics,943.06,7,6601.42
2023-10-22,Keyboard,Electronics,858.21,2,1716.42
2023-03-04,Keyboard,Accessories,443.92,2,887.84
2023-04-23,Monitor,Office,652.88,16,10446.08
2023-01-10,Mouse,Accessories,52.01,18,936.18
2023-06-22,Laptop,Electronics,597.03,14,8358.42
2023-06-03,Mouse,Electronics,72.05,18,1296.9
2023-06-23,Tablet,Accessories,780.0,6,4680.0
2023-07-15,Laptop,Accessories,451.09,3,1353.27
2023-11-24,Smartphone,Office,145.77,9,1311.93
2023-06-24,Monitor,Accessories,715.71,10,7157.1
2023-04-12,Headphones,Office,975.03,7,6825.21
2023-05-20,Keyboard,Office,793.77,1,793.77
2023-12-24,Smartphone,Accessories,366.33,9,3296.97
2023-12-16,Printer,Office,541.08,7,3787.56
2023-11-23,Tablet,Electronics,849.87,14,11898.18
2023-01-16,Keyboard,Electronics,997.72,8,7981.76
2023-02-21,Printer,Electronics,98.82,2,197.64
2023-11-30,Mouse,Accessories,268.92,19,5109.48
2023-07-10,Smartphone,Office,770.56,17,13099.52
2023-02-20,Keyboard,Office,76.98,2,153.96
2023-05-28,Printer,Accessories,881.01,11,9691.11
2023-02-20,Laptop,Accessories,335.55,2,671.1
2023-01-12,Keyboard,Electronics,422.91,8,3383.28
2023-09-30,Laptop,Electronics,342.31,17,5819.27
2023-05-06,Tablet,Accessories,190.88,15,2863.2
2023-05-18,Monitor,Accessories,530.5,20,10610.0
2023-08-26,Tablet,Accessories,226.48,13,2944.24
2023-03-01,Mouse,Electronics,685.03,4,2740.12
2023-03-06,Laptop,Accessories,806.91,11,8876.01
2023-01-17,Headphones,Accessories,459.65,20,9193.0
2023-08-30,Keyboard,Office,547.66,13,7119.58
2023-05-30,Mouse,Accessories,807.09,17,13720.53
2023-04-12,Tablet,Electronics,345.77,2,691.54
2023-03-19,Keyboard,Office,876.43,16,14022.88
2023-07-13,Keyboard,Accessories,432.99,20,8659.8
2023-02-08,Keyboard,Accessories,495.02,9,4455.18
2023-05-19,Smartphone,Accessories,36.17,19,687.23
2023-09-20,Mouse,Office,394.56,11,4340.16
2023-01-05,Laptop,Accessories,701.86,7,4913.02
2023-04-04,Headphones,Accessories,890.59,16,14249.44
2023-07-01,Mouse,Office,286.38,8,2291.04
2023-04-13,Mouse,Electronics,467.76,10,4677.6
2023-11-23,Monitor,Accessories,896.37,5,4481.85
2023-07-22,Laptop,Electronics,712.61,10,7126.1
2023-04-08,Headphones,Accessories,744.26,6,4465.56
2023-01-19,Mouse,Accessories,779.52,4,3118.08
2023-05-02,Laptop,Electronics,309.63,9,2786.67
2023-09-04,Smartphone,Accessories,310.76,6,1864.56
2023-02-20,Monitor,Office,226.82,9,2041.38
2023-06-04,Smartphone,Accessories,844.97,2,1689.94
2023-08-26,Monitor,Electronics,497.83,12,5973.96
2023-07-28,Headphones,Office,688.95,6,4133.7
2023-08-14,Monitor,Office,10.2,13,132.6
2023-06-11,Keyboard,Office,145.42,20,2908.4
2023-05-24,Keyboard,Electronics,776.03,8,6208.24
2023-10-24,Printer,Accessories,567.95,18,10223.1
2023-06-15,Laptop,Office,742.09,19,14099.71
2023-01-12,Printer,Accessories,79.54,16,1272.64
2023-01-09,Tablet,Office,543.52,7,3804.64
2023-08-22,Mouse,Electronics,98.04,5,490.2
2023-02-15,Keyboard,Electronics,184.85,20,3697.0
2023-05-09,Monitor,Office,876.14,4,3504.56
2023-06-01,Mouse,Office,184.14,6,1104.84
2023-08-01,Printer,Accessories,878.66,9,7907.94
2023-04-05,Tablet,Electronics,306.69,6,1840.14
2023-02-07,Mouse,Electronics,740.77,6,4444.62
2023-12-24,Mouse,Office,202.03,17,3434.51
2023-06-20,Smartphone,Office,134.27,10,1342.7
2023-03-11,Headphones,Electronics,564.71,4,2258.84
2023-06-15,Smartphone,Accessories,284.38,2,568.76
2023-10-01,Laptop,Electronics,505.56,1,505.56
2023-06-24,Smartphone,Electronics,426.52,3,1279.56
2023-05-17,Keyboard,Electronics,562.41,10,5624.1
2023-01-14,Tablet,Office,803.0,16,12848.0
2023-01-16,Tablet,Electronics,321.47,1,321.47
2023-06-21,Smartphone,Office,380.65,3,1141.95
2023-11-06,Tablet,Office,803.43,13,10444.59
2023-07-04,Smartphone,Electronics,164.6,12,1975.2
2023-03-30,Tablet,Office,504.88,15,7573.2
2023-04-20,Smartphone,Office,297.66,13,3869.58
2023-07-21,Mouse,Electronics,523.94,12,6287.28
2023-04-27,Printer,Electronics,355.45,2,710.9
2023-03-15,Smartphone,Office,887.36,10,8873.6
2023-11-17,Keyboard,Office,53.7,13,698.1
2023-04-08,Smartphone,Office,635.22,10,6352.2
2023-10-25,Tablet,Office,606.76,9,5460.84
2023-03-12,Headphones,Accessories,445.09,10,4450.9
2023-03-01,Headphones,Accessories,49.2,5,246.0
2023-08-14,Keyboard,Accessories,447.03,17,7599.51
2023-08-30,Smartphone,Electronics,825.6,2,1651.2
2023-12-10,Smartphone,Accessories,405.09,5,2025.45
2023-12-16,Smartphone,Electronics,474.39,6,2846.34
2023-05-09,Keyboard,Office,888.1,3,2664.3
2023-02-13,Headphones,Electronics,209.48,3,628.44
2023-04-25,Printer,Electronics,959.57,14,13433.98
2023-06-27,Printer,Electronics,818.69,9,7368.21
2023-07-12,Headphones,Accessories,730.99,4,2923.96
2023-05-21,Monitor,Electronics,605.42,4,2421.68
2023-03-29,Tablet,Office,392.2,19,7451.8
2023-10-14,Keyboard,Office,454.72,3,1364.16
2023-02-02,Smartphone,Accessories,855.49,18,15398.82
2023-10-15,Keyboard,Electronics,417.21,11,4589.31
2023-06-30,Headphones,Accessories,357.12,6,2142.72
2023-07-02,Mouse,Accessories,640.93,8,5127.44
2023-09-30,Mouse,Office,594.26,17,10102.42
2023-09-23,Headphones,Accessories,779.46,5,3897.3
2023-12-18,Keyboard,Electronics,921.37,19,17506.03
2023-11-20,Keyboard,Accessories,526.39,9,4737.51
2023-12-08,Tablet,Accessories,496.52,20,9930.4
2023-01-02,Mouse,Electronics,737.11,16,11793.76
2023-10-22,Tablet,Accessories,624.64,3,1873.92
2023-01-19,Mouse,Electronics,518.62,16,8297.92
2023-05-04,Laptop,Office,765.16,11,8416.76
2023-06-30,Laptop,Accessories,634.02,1,634.02
2023-01-21,Headphones,Electronics,662.69,10,6626.9
2023-03-18,Tablet,Office,352.72,4,1410.88
2023-04-22,Smartphone,Office,348.94,8,2791.52
2023-09-07,Keyboard,Office,36.44,2,72.88
2023-07-09,Tablet,Office,907.19,6,5443.14
2023-07-04,Headphones,Electronics,485.75,20,9715.0
2023-10-07,Mouse,Office,534.96,10,5349.6
2023-02-14,Mouse,Electronics,783.38,7,5483.66
2023-12-17,Mouse,Electronics,962.13,16,15394.08
2023-03-17,Mouse,Electronics,632.8,11,6960.8
2023-06-16,Monitor,Electronics,322.29,9,2900.61
2023-08-26,Printer,Office,124.52,16,1992.32
2023-01-12,Tablet,Accessories,351.68,14,4923.52
2023-07-18,Printer,Electronics,331.45,10,3314.5
2023-03-14,Laptop,Office,28.5,9,256.5
2023-02-24,Mouse,Accessories,970.54,20,19410.8
2023-11-04,Mouse,Office,166.21,3,498.63
2023-05-07,Mouse,Electronics,976.41,8,7811.28
2023-04-17,Smartphone,Electronics,444.02,18,7992.36
2023-06-04,Monitor,Office,890.67,6,5344.02
2023-03-20,Mouse,Accessories,807.37,20,16147.4
2023-01-12,Tablet,Accessories,292.67,18,5268.06
2023-09-24,Headphones,Office,892.36,18,16062.48
2023-09-02,Printer,Office,47.37,12,568.44
2023-05-22,Tablet,Office,637.63,16,10202.08
2023-08-03,Keyboard,Office,948.67,15,14230.05
2023-07-06,Smartphone,Electronics,452.45,5,2262.25
2023-10-15,Headphones,Electronics,729.87,7,5109.09
2023-02-11,Keyboard,Accessories,813.13,6,4878.78
2023-05-14,Monitor,Electronics,623.35,14,8726.9
2023-11-10,Monitor,Accessories,858.37,14,12017.18
2023-01-31,Mouse,Accessories,952.03,3,2856.09
2023-05-04,Smartphone,Office,347.42,3,1042.26
2023-01-05,Tablet,Office,102.43,3,307.29
2023-04-08,Smartphone,Electronics,959.9,7,6719.3
2023-05-24,Laptop,Office,886.98,7,6208.86
2023-03-10,Monitor,Office,932.94,5,4664.7
2023-05-08,Smartphone,Electronics,569.63,3,1708.89
2023-02-28,Laptop,Electronics,216.13,12,2593.56
2023-11-18,Smartphone,Accessories,922.37,7,6456.59
2023-04-30,Tablet,Office,103.44,10,1034.4
2023-03-15,Printer,Electronics,164.87,7,1154.09
2023-05-14,Monitor,Electronics,643.51,3,1930.53
2023-12-05,Tablet,Accessories,304.16,10,3041.6
2023-01-15,Mouse,Accessories,798.36,6,4790.16
2023-03-23,Mouse,Office,21.93,1,21.93
2023-08-18,Monitor,Accessories,209.69,10,2096.9
2023-04-12,Smartphone,Accessories,354.54,1,354.54
2023-06-17,Printer,Accessories,259.38,13,3371.94
2023-12-21,Laptop,Accessories,18.08,3,54.24
2023-02-17,Smartphone,Accessories,620.1,12,7441.2
2023-05-14,Mouse,Office,506.2,14,7086.8
2023-01-31,Printer,Electronics,596.27,9,5366.43
2023-10-02,Monitor,Accessories,17.5,4,70.0
2023-09-27,Laptop,Electronics,62.63,6,375.78
2023-10-13,Tablet,Office,935.99,18,16847.82
2023-10-03,Keyboard,Office,956.91,5,4784.55
2023-10-12,Printer,Electronics,159.77,15,2396.55
2023-04-30,Mouse,Accessories,920.19,8,7361.52
2023-11-18,Mouse,Electronics,882.89,7,6180.23
2023-04-19,Tablet,Office,27.89,12,334.68
2023-04-17,Mouse,Accessories,875.21,8,7001.68
2023-06-29,Smartphone,Electronics,253.04,10,2530.4
2023-02-28,Keyboard,Office,579.27,9,5213.43
2023-03-09,Monitor,Accessories,717.81,6,4306.86
2023-08-09,Tablet,Electronics,669.8,16,10716.8
2023-04-10,Keyboard,Accessories,546.76,2,1093.52
2023-09-15,Printer,Office,458.08,7,3206.56
2023-11-25,Smartphone,Accessories,170.64,16,2730.24
2023-04-19,Mouse,Office,917.8,18,16520.4
2023-09-08,Printer,Office,107.34,19,2039.46
2023-01-07,Monitor,Accessories,217.11,18,3907.98
2023-12-03,Tablet,Office,582.77,2,1165.54
2023-05-23,Headphones,Accessories,530.3,18,9545.4
2023-05-23,Laptop,Electronics,765.54,18,13779.72
2023-12-25,Headphones,Office,46.69,17,793.73
2023-05-04,Laptop,Office,611.48,14,8560.72
2023-01-24,Headphones,Office,295.1,9,2655.9
2023-07-30,Smartphone,Electronics,25.95,6,155.7
2023-08-23,Printer,Office,244.37,11,2688.07
2023-01-04,Keyboard,Accessories,934.26,17,15882.42
2023-10-12,Tablet,Electronics,811.92,18,14614.56
2023-12-21,Monitor,Electronics,269.44,8,2155.52
2023-02-28,Keyboard,Accessories,888.12,8,7104.96
2023-11-18,Keyboard,Accessories,277.88,19,5279.72
2023-07-28,Mouse,Accessories,976.02,5,4880.1
2023-07-31,Keyboard,Electronics,860.58,6,5163.48
2023-10-25,Headphones,Office,969.51,4,3878.04
2023-02-22,Keyboard,Accessories,508.43,3,1525.29
2023-09-08,Printer,Office,681.53,8,5452.24
2023-11-08,Mouse,Accessories,109.11,2,218.22
2023-03-27,Mouse,Accessories,438.7,6,2632.2
2023-05-30,Monitor,Electronics,925.38,4,3701.52
2023-01-04,Tablet,Accessories,694.37,9,6249.33
2023-06-10,Laptop,Electronics,325.97,2,651.94
2023-08-02,Laptop,Office,975.43,5,4877.15
2023-05-15,Headphones,Office,830.03,19,15770.57
2023-04-01,Monitor,Accessories,56.82,8,454.56
2023-02-16,Laptop,Office,16.14,1,16.14
2023-10-17,Mouse,Office,817.04,15,12255.6
2023-05-14,Tablet,Electronics,866.11,17,14723.87
2023-05-29,Mouse,Accessories,794.15,13,10323.95
2023-12-29,Headphones,Office,936.29,17,15916.93
2023-06-10,Laptop,Office,581.94,13,7565.22
2023-07-27,Printer,Office,362.24,18,6520.32
2023-08-14,Smartphone,Accessories,489.78,2,979.56
2023-07-15,Smartphone,Office,559.63,17,9513.71
2023-10-03,Mouse,Office,611.62,11,6727.82
2023-07-24,Monitor,Electronics,907.78,17,15432.26
2023-01-06,Monitor,Accessories,840.25,6,5041.5
2023-02-15,Monitor,Office,366.19,1,366.19
2023-03-31,Tablet,Accessories,213.32,11,2346.52
2023-09-11,Keyboard,Accessories,362.08,2,724.16
2023-03-09,Laptop,Office,861.97,5,4309.85
2023-08-14,Smartphone,Accessories,32.0,6,192.0
2023-02-11,Mouse,Office,580.65,14,8129.1
2023-05-30,Keyboard,Electronics,290.51,5,1452.55
2023-02-15,Printer,Electronics,850.15,8,6801.2
2023-03-12,Printer,Electronics,542.21,1,542.21
2023-04-08,Headphones,Accessories,30.66,9,275.94
2023-01-03,Tablet,Accessories,673.97,18,12131.46
2023-09-23,Keyboard,Office,367.5,11,4042.5
2023-01-21,Laptop,Electronics,895.55,16,14328.8
2023-10-02,Mouse,Accessories,85.08,12,1020.96
2023-04-08,Headphones,Office,639.86,16,10237.76
2023-03-19,Smartphone,Accessories,577.97,13,7513.61
2023-08-25,Smartphone,Office,986.93,16,15790.88
2023-01-11,Headphones,Office,861.89,13,11204.57
2023-07-18,Headphones,Office,778.52,5,3892.6
2023-05-30,Laptop,Office,999.7,11,10996.7
2023-03-15,Laptop,Office,417.37,5,2086.85
2023-10-14,Keyboard,Office,222.5,4,890.0
2023-02-11,Headphones,Electronics,809.14,1,809.14
2023-10-27,Headphones,Electronics,643.73,18,11587.14
2023-01-04,Mouse,Electronics,762.29,3,2286.87
2023-10-09,Printer,Accessories,240.55,4,962.2
2023-11-06,Smartphone,Accessories,70.51,12,846.12
2023-03-26,Laptop,Accessories,240.89,12,2890.68
2023-10-15,Monitor,Office,947.09,20,18941.8
2023-10-28,Mouse,Accessories,555.23,1,555.23
2023-12-08,Mouse,Office,460.37,4,1841.48
2023-01-18,Keyboard,Accessories,11.88,12,142.56
2023-10-23,Keyboard,Office,352.37,12,4228.44
2023-08-08,Monitor,Accessories,641.42,5,3207.1
2023-03-18,Laptop,Electronics,138.42,4,553.68
2023-12-10,Smartphone,Accessories,795.55,17,13524.35
2023-11-09,Mouse,Accessories,989.75,17,16825.75
2023-01-24,Monitor,Office,336.91,6,2021.46
2023-01-21,Printer,Accessories,461.14,18,8300.52
2023-11-10,Laptop,Office,651.92,14,9126.88
2023-12-04,Tablet,Accessories,598.89,20,11977.8
2023-11-17,Keyboard,Office,347.86,1,347.86
2023-08-27,Monitor,Electronics,77.76,18,1399.68
2023-12-20,Laptop,Electronics,519.22,2,1038.44
2023-10-31,Monitor,Electronics,634.81,15,9522.15
2023-09-14,Headphones,Electronics,739.0,12,8868.0
2023-06-21,Tablet,Office,467.75,19,8887.25
2023-11-01,Tablet,Electronics,611.99,7,4283.93
2023-10-29,Mouse,Office,471.81,11,5189.91
2023-12-28,Keyboard,Electronics,371.91,13,4834.83
2023-05-05,Mouse,Electronics,453.02,15,6795.3
2023-12-02,Mouse,Office,667.33,4,2669.32
2023-08-13,Monitor,Office,569.74,6,3418.44
2023-10-06,Keyboard,Office,386.32,2,772.64
2023-12-18,Printer,Accessories,222.53,19,4228.07
2023-03-23,Printer,Electronics,524.36,11,5767.96
2023-02-12,Headphones,Accessories,395.84,16,6333.44
2023-05-09,Printer,Office,403.27,9,3629.43
2023-03-12,Laptop,Electronics,197.8,19,3758.2
2023-10-06,Headphones,Office,188.02,6,1128.12
2023-09-09,Laptop,Office,791.74,4,3166.96
2023-01-21,Headphones,Electronics,967.47,1,967.47
2023-12-07,Laptop,Office,575.09,8,4600.72
2023-07-15,Keyboard,Accessories,733.83,19,13942.77
2023-05-02,Keyboard,Office,631.84,8,5054.72
2023-09-21,Laptop,Electronics,803.6,6,4821.6
2023-09-11,Headphones,Electronics,778.45,15,11676.75
2023-04-23,Printer,Electronics,96.11,17,1633.87
2023-12-24,Monitor,Accessories,770.0,5,3850.0
2023-06-07,Keyboard,Electronics,11.32,1,11.32
2023-03-17,Smartphone,Office,50.54,17,859.18
2023-07-24,Tablet,Accessories,802.03,2,1604.06
2024-01-01,Smartphone,Office,335.86,1,335.86
2023-02-13,Headphones,Electronics,398.27,4,1593.08
2023-04-01,Printer,Accessories,676.36,6,4058.16
2023-02-15,Headphones,Accessories,662.31,2,1324.62
2023-06-06,Smartphone,Accessories,308.81,20,6176.2
2023-12-24,Mouse,Electronics,950.92,10,9509.2
2023-05-25,Tablet,Office,135.01,11,1485.11
2023-12-27,Monitor,Office,123.03,17,2091.51
2023-01-19,Keyboard,Office,66.1,12,793.2
2023-04-27,Printer,Electronics,243.15,17,4133.55
2023-01-20,Monitor,Electronics,279.11,4,1116.44
2023-01-05,Printer,Accessories,456.78,8,3654.24
2023-02-13,Laptop,Office,494.83,18,8906.94
2023-12-14,Printer,Electronics,727.17,5,3635.85
2023-06-11,Keyboard,Electronics,999.49,9,8995.41
2023-07-11,Monitor,Accessories,963.58,6,5781.48
2023-12-01,Keyboard,Electronics,418.01,14,5852.14
2023-06-03,Smartphone,Accessories,362.38,5,1811.9
2023-08-02,Laptop,Accessories,689.88,10,6898.8
2023-06-03,Laptop,Office,679.33,14,9510.62
2023-02-10,Smartphone,Office,314.6,10,3146.0
2023-11-04,Headphones,Accessories,795.46,11,8750.06
2023-08-27,Smartphone,Office,943.93,3,2831.79
2023-04-19,Monitor,Electronics,534.68,7,3742.76
2023-05-16,Smartphone,Electronics,471.81,17,8020.77
2023-10-26,Laptop,Electronics,691.78,8,5534.24
2023-03-21,Keyboard,Office,795.28,18,14315.04
2023-05-17,Smartphone,Accessories,635.73,2,1271.46
2023-01-15,Laptop,Accessories,418.71,7,2930.97
2023-03-23,Laptop,Electronics,697.53,11,7672.83
2023-06-14,Monitor,Office,828.48,1,828.48
2023-06-25,Mouse,Accessories,460.71,18,8292.78
2023-02-05,Laptop,Accessories,992.0,15,14880.0
2023-10-18,Monitor,Accessories,118.8,17,2019.6
2023-10-01,Tablet,Office,105.75,17,1797.75
2023-09-29,Monitor,Office,762.71,11,8389.81
2023-05-30,Headphones,Accessories,721.65,10,7216.5
2023-11-26,Keyboard,Electronics,639.87,8,5118.96
2023-05-30,Printer,Office,594.48,6,3566.88
2023-04-05,Tablet,Electronics,747.46,11,8222.06
2023-06-22,Monitor,Accessories,173.8,5,869.0
2023-12-27,Laptop,Accessories,160.43,9,1443.87
2023-04-09,Printer,Office,146.99,3,440.97
2023-10-18,Mouse,Accessories,612.55,5,3062.75
2023-02-05,Laptop,Accessories,975.47,3,2926.41
2023-01-23,Headphones,Accessories,359.01,16,5744.16
2023-01-25,Monitor,Electronics,242.21,20,4844.2
2023-11-03,Keyboard,Accessories,698.97,5,3494.85
2023-09-23,Laptop,Electronics,811.8,7,5682.6
2023-01-12,Laptop,Accessories,913.19,13,11871.47
2023-08-16,Smartphone,Accessories,68.68,8,549.44
2023-12-30,Smartphone,Electronics,327.32,2,654.64
2023-02-28,Tablet,Electronics,836.78,5,4183.9
2023-10-26,Printer,Accessories,511.96,14,7167.44
2023-12-15,Printer,Accessories,122.68,9,1104.12
2023-05-06,Smartphone,Electronics,584.77,7,4093.39
2023-10-28,Keyboard,Accessories,75.15,10,751.5
2023-04-24,Tablet,Office,890.76,1,890.76
2023-10-09,Keyboard,Accessories,790.3,5,3951.5
2023-10-12,Headphones,Electronics,461.27,2,922.54
2023-04-12,Laptop,Office,957.83,8,7662.64
2023-03-05,Smartphone,Office,537.5,9,4837.5
2023-04-14,Smartphone,Electronics,196.25,1,196.25
2023-02-26,Monitor,Accessories,765.57,1,765.57
2023-08-20,Mouse,Electronics,539.6,17,9173.2
2023-07-15,Laptop,Accessories,778.9,7,5452.3
2023-03-14,Printer,Office,695.08,11,7645.88
2023-10-22,Monitor,Office,526.55,17,8951.35
2023-08-28,Smartphone,Electronics,401.0,13,5213.0
2023-06-11,Headphones,Office,885.48,19,16824.12
2023-03-06,Smartphone,Office,76.36,17,1298.12
2023-01-09,Smartphone,Accessories,136.89,13,1779.57
2023-10-19,Monitor,Electronics,928.14,20,18562.8
2023-12-25,Keyboard,Accessories,766.32,10,7663.2
2023-12-18,Tablet,Accessories,488.33,14,6836.62
2023-07-05,Smartphone,Accessories,273.65,16,4378.4
2023-10-09,Laptop,Accessories,900.73,16,14411.68
2023-03-25,Laptop,Electronics,986.74,9,8880.66
2023-06-07,Tablet,Electronics,820.19,19,15583.61
2023-07-15,Mouse,Office,973.67,8,7789.36
2023-06-09,Tablet,Office,498.06,6,2988.36
2023-12-27,Headphones,Accessories,654.64,9,5891.76
2023-09-22,Keyboard,Accessories,575.47,1,575.47
2023-01-27,Keyboard,Office,963.97,6,5783.82
2023-12-18,Printer,Accessories,751.05,18,13518.9
2023-08-03,Headphones,Accessories,911.7,3,2735.1
2023-06-17,Laptop,Office,778.06,20,15561.2
2023-02-14,Laptop,Electronics,859.32,1,859.32
2023-02-14,Keyboard,Accessories,241.76,9,2175.84
2023-03-01,Printer,Office,937.07,3,2811.21
2023-09-26,Mouse,Accessories,692.11,7,4844.77
2023-05-16,Laptop,Office,924.82,9,8323.38
2023-09-21,Headphones,Electronics,974.76,6,5848.56
2023-02-13,Keyboard,Electronics,498.01,18,8964.18
2023-07-19,Mouse,Accessories,957.35,9,8616.15
2023-04-21,Monitor,Electronics,962.9,7,6740.3
2023-01-15,Monitor,Office,257.73,19,4896.87
2023-03-10,Headphones,Accessories,888.97,20,17779.4
2023-06-24,Mouse,Electronics,735.14,4,2940.56
2023-09-11,Laptop,Office,830.92,17,14125.64
2023-12-16,Monitor,Accessories,641.82,8,5134.56
2023-02-10,Keyboard,Accessories,272.44,4,1089.76
2023-02-02,Laptop,Office,794.5,16,12712.0
2023-03-30,Printer,Accessories,93.45,6,560.7
2023-05-04,Keyboard,Accessories,437.81,15,6567.15
2023-09-01,Laptop,Electronics,182.49,19,3467.31
2023-10-11,Headphones,Electronics,669.16,2,1338.32
2023-02-19,Tablet,Accessories,887.19,15,13307.85
2023-03-17,Mouse,Office,869.85,8,6958.8
2023-09-13,Mouse,Electronics,695.79,17,11828.43
2023-06-26,Keyboard,Accessories,271.48,19,5158.12
2023-05-07,Monitor,Electronics,660.54,11,7265.94
2023-10-07,Keyboard,Accessories,608.99,12,7307.88
2023-11-19,Mouse,Electronics,55.03,12,660.36
2023-09-05,Tablet,Accessories,325.72,8,2605.76
2023-07-23,Smartphone,Office,278.52,13,3620.76
2023-10-24,Keyboard,Electronics,247.45,20,4949.0
2023-06-08,Mouse,Office,799.49,3,2398.47
2023-07-06,Laptop,Accessories,894.33,8,7154.64
2023-11-24,Monitor,Office,113.76,17,1933.92
2023-02-12,Laptop,Electronics,154.07,1,154.07
2023-07-09,Smartphone,Accessories,199.49,17,3391.33
2023-09-23,Monitor,Accessories,650.41,12,7804.92
2023-12-21,Mouse,Electronics,540.98,5,2704.9
2023-05-03,Keyboard,Accessories,486.55,8,3892.4
2023-02-08,Printer,Office,677.64,11,7454.04
2023-08-14,Tablet,Accessories,409.22,13,5319.86
2023-09-29,Printer,Accessories,205.42,12,2465.04
2023-10-27,Keyboard,Electronics,151.8,2,303.6
2023-08-11,Laptop,Office,369.01,12,4428.12
2023-10-29,Laptop,Office,230.74,18,4153.32
2023-02-05,Printer,Accessories,468.99,4,1875.96
2023-12-24,Headphones,Electronics,552.92,3,1658.76
2023-08-28,Mouse,Electronics,624.49,1,624.49
2023-12-18,Monitor,Office,82.02,16,1312.32
2023-04-03,Smartphone,Accessories,757.03,8,6056.24
2023-06-14,Tablet,Accessories,679.6,19,12912.4
2023-07-29,Printer,Accessories,917.94,15,13769.1
2023-05-16,Smartphone,Accessories,868.85,8,6950.8
2023-12-09,Laptop,Electronics,509.28,5,2546.4
2023-11-22,Printer,Accessories,881.4,1,881.4
2023-02-03,Monitor,Accessories,823.49,10,8234.9
2023-10-01,Headphones,Office,792.51,9,7132.59
2023-02-19,Mouse,Electronics,581.32,20,11626.4
2023-08-20,Keyboard,Accessories,159.27,1,159.27
2023-01-07,Tablet,Office,649.29,17,11037.93
2023-10-11,Printer,Office,717.01,20,14340.2
2023-04-22,Tablet,Office,242.94,13,3158.22
2023-07-27,Keyboard,Electronics,664.46,8,5315.68
2023-11-04,Laptop,Electronics,921.99,19,17517.81
2023-03-22,Smartphone,Office,981.8,8,7854.4
2023-03-01,Monitor,Office,553.39,12,6640.68
2023-02-18,Printer,Electronics,909.26,11,10001.86
2023-09-04,Headphones,Office,525.03,17,8925.51
2023-01-22,Tablet,Office,238.68,6,1432.08
2023-12-03,Printer,Office,88.23,2,176.46
2023-01-12,Laptop,Electronics,520.92,10,5209.2
2023-10-14,Tablet,Office,555.27,13,7218.51
2023-11-07,Keyboard,Office,435.55,3,1306.65
2023-05-05,Monitor,Electronics,592.69,14,8297.66
2023-06-06,Monitor,Electronics,673.58,18,12124.44
2023-06-28,Tablet,Electronics,526.94,16,8431.04
2023-09-16,Laptop,Accessories,139.21,1,139.21
2023-11-14,Mouse,Accessories,829.36,10,8293.6
2023-06-25,Mouse,Electronics,701.28,16,11220.48
2023-12-04,Headphones,Accessories,684.9,14,9588.6
2023-02-16,Tablet,Accessories,935.52,17,15903.84
2023-09-23,Smartphone,Office,53.75,6,322.5
2023-05-15,Smartphone,Accessories,807.76,4,3231.04
2023-01-11,Smartphone,Electronics,700.73,14,9810.22
2023-04-25,Mouse,Office,990.5,18,17829.0
2023-05-23,Tablet,Electronics,902.16,12,10825.92
2023-09-27,Tablet,Accessories,861.36,3,2584.08
2023-10-05,Smartphone,Accessories,872.52,19,16577.88
